     #Energy           s          py          pz          px       tot
    -2.23488     0.01840     0.09088     0.08534     0.07925     0.27387
    -2.22488     0.01835     0.09207     0.08646     0.08016     0.27704
    -2.21488     0.01832     0.09357     0.08776     0.08126     0.28091
    -2.20388     0.01827     0.09528     0.08886     0.08239     0.28480
    -2.19388     0.01822     0.09762     0.08978     0.08395     0.28957
    -2.18388     0.01827     0.10130     0.09096     0.08639     0.29692
    -2.17288     0.01853     0.10680     0.09297     0.08974     0.30804
    -2.16288     0.01900     0.11370     0.09588     0.09361     0.32219
    -2.15288     0.01968     0.12180     0.09968     0.09779     0.33895
    -2.14188     0.02085     0.13270     0.10430     0.10250     0.36035
    -2.13188     0.02061     0.13560     0.10380     0.10420     0.36421
    -2.12188     0.01959     0.13250     0.10040     0.10290     0.35539
    -2.11188     0.01917     0.13060     0.09865     0.10100     0.34942
    -2.10088     0.01876     0.12790     0.09701     0.09907     0.34274
    -2.09088     0.01832     0.12560     0.09494     0.09730     0.33616
    -2.08088     0.01784     0.12240     0.09249     0.09507     0.32780
    -2.06988     0.01733     0.11860     0.08967     0.09242     0.31802
    -2.05988     0.01678     0.11420     0.08646     0.08959     0.30703
    -2.04988     0.01621     0.10940     0.08299     0.08666     0.29526
    -2.03888     0.01574     0.10460     0.07951     0.08524     0.28509
    -2.02888     0.01540     0.09976     0.07570     0.08508     0.27594
    -2.01888     0.01506     0.09615     0.07183     0.08489     0.26793
    -2.00888     0.01469     0.09276     0.06817     0.08425     0.25987
    -1.99788     0.01429     0.08960     0.06471     0.08316     0.25176
    -1.98788     0.01388     0.08633     0.06141     0.08133     0.24295
    -1.97788     0.01349     0.08334     0.05844     0.07966     0.23493
    -1.96688     0.01310     0.08066     0.05582     0.07820     0.22778
    -1.95688     0.01268     0.07848     0.05365     0.07695     0.22176
    -1.94688     0.01231     0.07694     0.05208     0.07596     0.21729
    -1.93588     0.01202     0.07590     0.05108     0.07525     0.21425
    -1.92588     0.01182     0.07536     0.05064     0.07483     0.21265
    -1.91588     0.01168     0.07524     0.05064     0.07464     0.21220
    -1.90588     0.01157     0.07531     0.05082     0.07453     0.21223
    -1.89488     0.01151     0.07653     0.05107     0.07528     0.21439
    -1.88488     0.01155     0.07902     0.05197     0.07670     0.21924
    -1.87488     0.01147     0.07948     0.05209     0.07681     0.21985
    -1.86388     0.01137     0.07949     0.05206     0.07661     0.21953
    -1.85388     0.01128     0.07960     0.05213     0.07644     0.21945
    -1.84388     0.01120     0.07989     0.05238     0.07630     0.21977
    -1.83288     0.01113     0.08039     0.05285     0.07620     0.22057
    -1.82288     0.01107     0.08109     0.05352     0.07612     0.22180
    -1.81288     0.01103     0.08203     0.05443     0.07621     0.22370
    -1.80288     0.01100     0.08331     0.05556     0.07673     0.22660
    -1.79188     0.01094     0.08526     0.05667     0.07842     0.23129
    -1.78188     0.01096     0.08701     0.05835     0.07851     0.23483
    -1.77188     0.01100     0.08933     0.06036     0.07882     0.23951
    -1.76088     0.01108     0.09227     0.06271     0.07939     0.24545
    -1.75088     0.01114     0.09524     0.06494     0.07999     0.25131
    -1.74088     0.01108     0.09649     0.06535     0.08003     0.25295
    -1.72988     0.01106     0.09823     0.06567     0.08097     0.25593
    -1.71988     0.01108     0.10050     0.06622     0.08254     0.26034
    -1.70988     0.01111     0.10300     0.06683     0.08439     0.26533
    -1.69988     0.01114     0.10570     0.06750     0.08656     0.27090
    -1.68888     0.01118     0.10840     0.06823     0.08912     0.27693
    -1.67888     0.01122     0.11030     0.06898     0.09084     0.28134
    -1.66888     0.01122     0.10930     0.06961     0.08935     0.27948
    -1.65788     0.01122     0.10790     0.07025     0.08748     0.27685
    -1.64788     0.01126     0.10860     0.07109     0.08802     0.27897
    -1.63788     0.01127     0.10920     0.07196     0.08829     0.28072
    -1.62688     0.01125     0.10930     0.07236     0.08822     0.28113
    -1.61688     0.01124     0.10920     0.07282     0.08802     0.28128
    -1.60688     0.01118     0.10850     0.07300     0.08745     0.28013
    -1.59688     0.01107     0.10740     0.07288     0.08653     0.27788
    -1.58588     0.01091     0.10600     0.07250     0.08554     0.27495
    -1.57588     0.01074     0.10470     0.07191     0.08476     0.27211
    -1.56588     0.01060     0.10360     0.07131     0.08386     0.26937
    -1.55488     0.01045     0.10260     0.07082     0.08295     0.26682
    -1.54488     0.01030     0.10170     0.07036     0.08206     0.26442
    -1.53488     0.01014     0.10070     0.06987     0.08117     0.26188
    -1.52388     0.00997     0.09962     0.06936     0.08027     0.25922
    -1.51388     0.00979     0.09852     0.06885     0.07936     0.25653
    -1.50388     0.00962     0.09748     0.06838     0.07846     0.25394
    -1.49388     0.00944     0.09648     0.06796     0.07757     0.25145
    -1.48288     0.00927     0.09555     0.06757     0.07667     0.24906
    -1.47288     0.00917     0.09476     0.06717     0.07569     0.24679
    -1.46288     0.00907     0.09404     0.06682     0.07474     0.24467
    -1.45188     0.00919     0.09388     0.06818     0.07463     0.24588
    -1.44188     0.00930     0.09383     0.06946     0.07453     0.24712
    -1.43188     0.00937     0.09390     0.07060     0.07441     0.24828
    -1.42088     0.00941     0.09409     0.07157     0.07427     0.24934
    -1.41088     0.00940     0.09451     0.07244     0.07401     0.25036
    -1.40088     0.00932     0.09482     0.07262     0.07326     0.25002
    -1.39088     0.00915     0.09479     0.07206     0.07207     0.24807
    -1.37988     0.00891     0.09435     0.07095     0.07069     0.24490
    -1.36988     0.00861     0.09378     0.06934     0.06899     0.24072
    -1.35988     0.00823     0.09309     0.06722     0.06697     0.23552
    -1.34888     0.00779     0.09227     0.06459     0.06464     0.22929
    -1.33888     0.00771     0.09227     0.06399     0.06418     0.22815
    -1.32888     0.00763     0.09230     0.06343     0.06365     0.22701
    -1.31788     0.00756     0.09247     0.06297     0.06313     0.22613
    -1.30788     0.00751     0.09296     0.06278     0.06277     0.22602
    -1.29788     0.00748     0.09437     0.06272     0.06329     0.22786
    -1.28788     0.00746     0.09680     0.06273     0.06491     0.23190
    -1.27688     0.00745     0.09997     0.06280     0.06735     0.23757
    -1.26688     0.00745     0.10390     0.06294     0.07061     0.24490
    -1.25688     0.00751     0.12290     0.06877     0.07950     0.27868
    -1.24588     0.00760     0.14680     0.07413     0.09408     0.32261
    -1.23588     0.00770     0.17400     0.07827     0.11410     0.37407
    -1.22588     0.00776     0.18700     0.07358     0.12930     0.39764
    -1.21488     0.00728     0.16140     0.06702     0.11020     0.34590
    -1.20488     0.00691     0.14170     0.06179     0.09880     0.30920
    -1.19488     0.00638     0.10950     0.05588     0.07159     0.24335
    -1.18488     0.00626     0.09804     0.05101     0.06362     0.21893
    -1.17388     0.00617     0.09376     0.04840     0.06129     0.20962
    -1.16388     0.00609     0.08997     0.04613     0.05926     0.20144
    -1.15388     0.00601     0.08661     0.04412     0.05750     0.19424
    -1.14288     0.00593     0.08365     0.04239     0.05601     0.18798
    -1.13288     0.00586     0.08112     0.04093     0.05478     0.18269
    -1.12288     0.00579     0.07900     0.03975     0.05382     0.17836
    -1.11288     0.00573     0.07730     0.03883     0.05312     0.17498
    -1.10188     0.00568     0.07579     0.03797     0.05264     0.17207
    -1.09188     0.00567     0.07482     0.03721     0.05313     0.17083
    -1.08188     0.00570     0.07415     0.03655     0.05414     0.17054
    -1.07088     0.00572     0.07329     0.03585     0.05484     0.16970
    -1.06088     0.00571     0.07226     0.03511     0.05522     0.16830
    -1.05088     0.00568     0.07105     0.03434     0.05529     0.16636
    -1.03988     0.00564     0.06965     0.03354     0.05502     0.16385
    -1.02988     0.00557     0.06808     0.03270     0.05445     0.16080
    -1.01988     0.00548     0.06634     0.03183     0.05355     0.15720
    -1.00988     0.00538     0.06443     0.03091     0.05235     0.15307
    -0.99888     0.00525     0.06236     0.02996     0.05083     0.14840
    -0.98888     0.00511     0.06020     0.02899     0.04907     0.14337
    -0.97888     0.00502     0.05917     0.02828     0.04849     0.14096
    -0.96788     0.00493     0.05809     0.02756     0.04783     0.13841
    -0.95788     0.00484     0.05694     0.02685     0.04711     0.13574
    -0.94788     0.00474     0.05573     0.02614     0.04632     0.13293
    -0.93688     0.00464     0.05445     0.02543     0.04546     0.12998
    -0.92688     0.00453     0.05362     0.02473     0.04464     0.12752
    -0.91688     0.00441     0.05303     0.02409     0.04385     0.12538
    -0.90688     0.00430     0.05243     0.02352     0.04303     0.12327
    -0.89588     0.00421     0.05200     0.02311     0.04267     0.12199
    -0.88588     0.00414     0.05151     0.02276     0.04239     0.12080
    -0.87588     0.00407     0.05087     0.02241     0.04196     0.11931
    -0.86488     0.00400     0.05008     0.02205     0.04138     0.11751
    -0.85488     0.00392     0.04913     0.02170     0.04065     0.11540
    -0.84488     0.00385     0.04862     0.02140     0.04028     0.11415
    -0.83388     0.00379     0.04941     0.02116     0.04111     0.11547
    -0.82388     0.00374     0.05027     0.02092     0.04198     0.11691
    -0.81388     0.00369     0.05083     0.02068     0.04251     0.11771
    -0.80388     0.00360     0.04920     0.02035     0.04112     0.11427
    -0.79288     0.00349     0.04702     0.02000     0.03927     0.10978
    -0.78288     0.00338     0.04472     0.01965     0.03733     0.10508
    -0.77288     0.00327     0.04228     0.01928     0.03530     0.10013
    -0.76188     0.00320     0.04151     0.01900     0.03472     0.09843
    -0.75188     0.00314     0.04102     0.01872     0.03437     0.09725
    -0.74188     0.00308     0.04053     0.01845     0.03403     0.09609
    -0.73088     0.00310     0.04100     0.01848     0.03520     0.09778
    -0.72088     0.00315     0.04180     0.01859     0.03690     0.10044
    -0.71088     0.00317     0.04210     0.01856     0.03782     0.10165
    -0.70088     0.00315     0.04190     0.01839     0.03797     0.10141
    -0.68988     0.00309     0.04120     0.01808     0.03732     0.09969
    -0.67988     0.00299     0.04000     0.01764     0.03590     0.09653
    -0.66988     0.00285     0.03831     0.01706     0.03369     0.09191
    -0.65888     0.00275     0.03739     0.01661     0.03264     0.08939
    -0.64888     0.00268     0.03686     0.01623     0.03220     0.08797
    -0.63888     0.00262     0.03631     0.01583     0.03174     0.08650
    -0.62788     0.00255     0.03575     0.01542     0.03128     0.08500
    -0.61788     0.00248     0.03517     0.01499     0.03081     0.08345
    -0.60788     0.00242     0.03457     0.01455     0.03033     0.08187
    -0.59788     0.00235     0.03395     0.01409     0.02984     0.08023
    -0.58688     0.00228     0.03331     0.01362     0.02934     0.07855
    -0.57688     0.00222     0.03266     0.01313     0.02884     0.07685
    -0.56688     0.00215     0.03200     0.01267     0.02832     0.07514
    -0.55588     0.00209     0.03134     0.01236     0.02772     0.07351
    -0.54588     0.00204     0.03138     0.01207     0.02750     0.07299
    -0.53588     0.00199     0.03148     0.01179     0.02735     0.07261
    -0.52488     0.00194     0.03147     0.01153     0.02720     0.07214
    -0.51488     0.00188     0.03136     0.01129     0.02705     0.07158
    -0.50488     0.00183     0.03115     0.01107     0.02689     0.07094
    -0.49488     0.00178     0.03082     0.01085     0.02667     0.07012
    -0.48388     0.00172     0.03032     0.01064     0.02628     0.06896
    -0.47388     0.00167     0.02966     0.01044     0.02573     0.06750
    -0.46388     0.00161     0.02883     0.01023     0.02502     0.06569
    -0.45288     0.00145     0.02526     0.00990     0.02202     0.05863
    -0.44288     0.00136     0.02355     0.00967     0.02058     0.05516
    -0.43288     0.00132     0.02305     0.00950     0.02012     0.05399
    -0.42188     0.00127     0.02256     0.00934     0.01969     0.05287
    -0.41188     0.00122     0.02210     0.00919     0.01926     0.05178
    -0.40188     0.00118     0.02165     0.00905     0.01885     0.05073
    -0.39188     0.00113     0.02123     0.00891     0.01845     0.04972
    -0.38088     0.00109     0.02082     0.00878     0.01807     0.04876
    -0.37088     0.00105     0.02043     0.00865     0.01770     0.04783
    -0.36088     0.00100     0.02006     0.00854     0.01735     0.04695
    -0.34988     0.00111     0.02177     0.00937     0.01981     0.05206
    -0.33988     0.00120     0.02339     0.01047     0.02206     0.05712
    -0.32988     0.00125     0.02426     0.01128     0.02328     0.06007
    -0.31888     0.00124     0.02438     0.01173     0.02346     0.06081
    -0.30888     0.00118     0.02375     0.01183     0.02260     0.05936
    -0.29888     0.00107     0.02237     0.01157     0.02070     0.05571
    -0.28888     0.00095     0.02115     0.01119     0.01894     0.05223
    -0.27788     0.00087     0.02005     0.01093     0.01778     0.04963
    -0.26788     0.00078     0.01863     0.01055     0.01632     0.04628
    -0.25788     0.00070     0.01728     0.01011     0.01492     0.04301
    -0.24688     0.00062     0.01600     0.00959     0.01357     0.03978
    -0.23688     0.00054     0.01478     0.00900     0.01229     0.03661
    -0.22688     0.00047     0.01362     0.00834     0.01105     0.03348
    -0.21588     0.00041     0.01252     0.00761     0.00988     0.03042
    -0.20588     0.00035     0.01149     0.00681     0.00876     0.02741
    -0.19588     0.00030     0.01055     0.00598     0.00772     0.02455
    -0.18588     0.00026     0.00986     0.00534     0.00697     0.02243
    -0.17488     0.00023     0.00956     0.00500     0.00654     0.02134
    -0.16488     0.00020     0.00979     0.00489     0.00636     0.02124
    -0.15488     0.00018     0.00986     0.00474     0.00612     0.02089
    -0.14388     0.00015     0.00977     0.00454     0.00583     0.02029
    -0.13388     0.00013     0.00951     0.00431     0.00548     0.01943
    -0.12388     0.00011     0.00910     0.00403     0.00508     0.01832
    -0.11288     0.00009     0.00853     0.00371     0.00463     0.01695
    -0.10288     0.00007     0.00779     0.00334     0.00412     0.01532
    -0.09288     0.00005     0.00690     0.00294     0.00355     0.01345
    -0.08288     0.00004     0.00585     0.00249     0.00294     0.01131
    -0.07188     0.00003     0.00463     0.00200     0.00226     0.00892
    -0.06188     0.00002     0.00326     0.00147     0.00154     0.00628
    -0.05188     0.00001     0.00172     0.00089     0.00076     0.00338
    -0.04088     0.00000     0.00068     0.00045     0.00026     0.00139
    -0.05188     0.00001     0.00172     0.00089     0.00076     0.00338
    -0.04088     0.00000     0.00068     0.00045     0.00026     0.00139
    -0.03088     0.00000     0.00033     0.00022     0.00013     0.00068
    -0.02088     0.00000     0.00011     0.00007     0.00004     0.00023
    -0.00988     0.00000     0.00001     0.00000     0.00000     0.00001
     0.00012     0.00000     0.00000     0.00000     0.00000     0.00000
     0.01012     0.00000     0.00000     0.00000     0.00000     0.00000
     0.02012     0.00000     0.00000     0.00000     0.00000     0.00000
     0.03112     0.00000     0.00000     0.00000     0.00000     0.00000
     0.04112     0.00000     0.00000     0.00000     0.00000     0.00000
     0.05112     0.00000     0.00000     0.00000     0.00000     0.00000
     0.06212     0.00000     0.00000     0.00000     0.00000     0.00000
     0.07212     0.00000     0.00000     0.00000     0.00000     0.00000
     0.08212     0.00000     0.00000     0.00000     0.00000     0.00000
     0.09312     0.00000     0.00000     0.00000     0.00000     0.00000
     0.10312     0.00000     0.00000     0.00000     0.00000     0.00000
     0.11312     0.00000     0.00000     0.00000     0.00000     0.00000
     0.12312     0.00000     0.00000     0.00000     0.00000     0.00000
     0.13412     0.00000     0.00000     0.00000     0.00000     0.00000
     0.14412     0.00000     0.00000     0.00000     0.00000     0.00000
     0.15412     0.00000     0.00000     0.00000     0.00000     0.00000
     0.16512     0.00000     0.00000     0.00000     0.00000     0.00000
     0.17512     0.00000     0.00000     0.00000     0.00000     0.00000
     0.18512     0.00000     0.00000     0.00000     0.00000     0.00000
     0.19612     0.00000     0.00000     0.00000     0.00000     0.00000
     0.20612     0.00000     0.00000     0.00000     0.00000     0.00000
     0.21612     0.00000     0.00000     0.00000     0.00000     0.00000
     0.22612     0.00000     0.00000     0.00000     0.00000     0.00000
     0.23712     0.00000     0.00000     0.00000     0.00000     0.00000
     0.24712     0.00000     0.00000     0.00000     0.00000     0.00000
     0.25712     0.00000     0.00000     0.00000     0.00000     0.00000
     0.26812     0.00000     0.00000     0.00000     0.00000     0.00000
     0.27812     0.00000     0.00000     0.00000     0.00000     0.00000
     0.28812     0.00000     0.00000     0.00000     0.00000     0.00000
     0.29912     0.00000     0.00000     0.00000     0.00000     0.00000
     0.30912     0.00000     0.00000     0.00000     0.00000     0.00000
     0.31912     0.00000     0.00000     0.00000     0.00000     0.00000
     0.32912     0.00000     0.00000     0.00000     0.00000     0.00000
     0.34012     0.00000     0.00000     0.00000     0.00000     0.00000
     0.35012     0.00000     0.00000     0.00000     0.00000     0.00000
     0.36012     0.00000     0.00000     0.00000     0.00000     0.00000
     0.37112     0.00000     0.00000     0.00000     0.00000     0.00000
     0.38112     0.00000     0.00000     0.00000     0.00000     0.00000
     0.39112     0.00000     0.00000     0.00000     0.00000     0.00000
     0.40212     0.00000     0.00000     0.00000     0.00000     0.00000
     0.41212     0.00000     0.00000     0.00000     0.00000     0.00000
     0.42212     0.00000     0.00000     0.00000     0.00000     0.00000
     0.43212     0.00000     0.00000     0.00000     0.00000     0.00000
     0.44312     0.00000     0.00000     0.00000     0.00000     0.00000
     0.45312     0.00000     0.00000     0.00000     0.00000     0.00000
     0.46312     0.00000     0.00000     0.00000     0.00000     0.00000
     0.47412     0.00000     0.00000     0.00000     0.00000     0.00000
     0.48412     0.00000     0.00000     0.00000     0.00000     0.00000
     0.49412     0.00000     0.00000     0.00000     0.00000     0.00000
     0.50512     0.00000     0.00000     0.00000     0.00000     0.00000
     0.51512     0.00000     0.00000     0.00000     0.00000     0.00000
     0.52512     0.00000     0.00000     0.00000     0.00000     0.00000
     0.53512     0.00000     0.00000     0.00000     0.00000     0.00000
     0.54612     0.00000     0.00000     0.00000     0.00000     0.00000
     0.55612     0.00000     0.00000     0.00000     0.00000     0.00000
     0.56612     0.00000     0.00000     0.00000     0.00000     0.00000
     0.57712     0.00000     0.00000     0.00000     0.00000     0.00000
     0.58712     0.00000     0.00000     0.00000     0.00000     0.00000
     0.59712     0.00000     0.00000     0.00000     0.00000     0.00000
     0.60812     0.00000     0.00000     0.00000     0.00000     0.00000
     0.61812     0.00003     0.00000     0.00001     0.00002     0.00007
     0.62812     0.00028     0.00001     0.00008     0.00018     0.00056
     0.63812     0.00064     0.00002     0.00019     0.00041     0.00126
     0.64912     0.00100     0.00003     0.00030     0.00063     0.00197
     0.65912     0.00135     0.00005     0.00041     0.00086     0.00267
     0.66912     0.00170     0.00006     0.00051     0.00110     0.00338
     0.68012     0.00206     0.00008     0.00061     0.00133     0.00408
     0.69012     0.00241     0.00009     0.00071     0.00158     0.00479
     0.70012     0.00276     0.00011     0.00080     0.00182     0.00549
     0.71112     0.00310     0.00013     0.00088     0.00207     0.00619
     0.72112     0.00344     0.00015     0.00097     0.00231     0.00687
     0.73112     0.00377     0.00017     0.00104     0.00255     0.00753
     0.74112     0.00408     0.00019     0.00112     0.00279     0.00818
     0.75212     0.00439     0.00022     0.00119     0.00303     0.00883
     0.76212     0.00471     0.00027     0.00126     0.00328     0.00952
     0.77212     0.00505     0.00034     0.00134     0.00353     0.01026
     0.78312     0.00540     0.00042     0.00142     0.00380     0.01104
     0.79312     0.00575     0.00053     0.00151     0.00408     0.01187
     0.80312     0.00613     0.00066     0.00159     0.00437     0.01275
     0.81412     0.00651     0.00081     0.00168     0.00467     0.01367
     0.82412     0.00694     0.00098     0.00179     0.00499     0.01469
     0.83412     0.00924     0.00132     0.00287     0.00604     0.01947
     0.84412     0.01053     0.00163     0.00323     0.00703     0.02242
     0.85512     0.01203     0.00227     0.00346     0.00823     0.02600
     0.86512     0.01473     0.00364     0.00432     0.00947     0.03216
     0.87512     0.01475     0.00389     0.00441     0.00955     0.03259
     0.88612     0.01478     0.00406     0.00450     0.00958     0.03291
     0.89612     0.01481     0.00417     0.00458     0.00955     0.03311
     0.90612     0.01484     0.00420     0.00466     0.00949     0.03319
     0.91712     0.01488     0.00417     0.00474     0.00937     0.03316
     0.92712     0.01495     0.00408     0.00481     0.00925     0.03309
     0.93712     0.01515     0.00394     0.00484     0.00928     0.03322
     0.94712     0.01535     0.00374     0.00482     0.00933     0.03325
     0.95812     0.01552     0.00348     0.00475     0.00938     0.03312
     0.96812     0.01559     0.00314     0.00461     0.00936     0.03270
     0.97812     0.01572     0.00295     0.00455     0.00938     0.03259
     0.98912     0.01596     0.00301     0.00466     0.00950     0.03313
     0.99912     0.01616     0.00308     0.00476     0.00960     0.03360
     1.00912     0.01633     0.00314     0.00486     0.00968     0.03401
     1.02012     0.01646     0.00320     0.00494     0.00976     0.03436
     1.03012     0.01657     0.00327     0.00501     0.00982     0.03466
     1.04012     0.01664     0.00333     0.00507     0.00987     0.03490
     1.05012     0.01669     0.00339     0.00512     0.00990     0.03510
     1.06112     0.01669     0.00345     0.00516     0.00992     0.03522
     1.07112     0.01664     0.00351     0.00516     0.00995     0.03526
     1.08112     0.01661     0.00359     0.00516     0.01001     0.03536
     1.09212     0.01667     0.00366     0.00520     0.01012     0.03565
     1.10212     0.01682     0.00374     0.00528     0.01027     0.03612
     1.11212     0.01706     0.00382     0.00540     0.01046     0.03674
     1.12312     0.01730     0.00390     0.00552     0.01067     0.03740
     1.13312     0.01745     0.00396     0.00561     0.01087     0.03789
     1.14312     0.01746     0.00399     0.00566     0.01106     0.03817
     1.15312     0.01762     0.00409     0.00579     0.01131     0.03880
     1.16412     0.01795     0.00424     0.00599     0.01159     0.03977
     1.17412     0.01833     0.00445     0.00618     0.01191     0.04087
     1.18412     0.01865     0.00466     0.00631     0.01225     0.04187
     1.19512     0.01900     0.00487     0.00645     0.01260     0.04292
     1.20512     0.01941     0.00509     0.00660     0.01295     0.04406
     1.21512     0.01987     0.00532     0.00677     0.01330     0.04526
     1.22612     0.02036     0.00555     0.00695     0.01366     0.04652
     1.23612     0.02089     0.00579     0.00714     0.01402     0.04784
     1.24612     0.02146     0.00603     0.00735     0.01439     0.04923
     1.25612     0.02200     0.00625     0.00756     0.01473     0.05054
     1.26712     0.02214     0.00631     0.00768     0.01490     0.05103
     1.27712     0.02180     0.00617     0.00771     0.01487     0.05054
     1.28712     0.02119     0.00591     0.00767     0.01471     0.04948
     1.29812     0.02144     0.00600     0.00781     0.01493     0.05017
     1.30812     0.02172     0.00609     0.00795     0.01514     0.05090
     1.31812     0.02202     0.00619     0.00809     0.01536     0.05166
     1.32912     0.02233     0.00630     0.00825     0.01557     0.05244
     1.33912     0.02267     0.00641     0.00840     0.01578     0.05326
     1.34912     0.02302     0.00653     0.00857     0.01599     0.05411
     1.35912     0.02339     0.00665     0.00874     0.01620     0.05498
     1.37012     0.02377     0.00678     0.00891     0.01640     0.05586
     1.38012     0.02418     0.00691     0.00909     0.01661     0.05679
     1.39012     0.02459     0.00705     0.00927     0.01681     0.05772
     1.40112     0.02503     0.00720     0.00946     0.01700     0.05869
     1.41112     0.02548     0.00735     0.00965     0.01718     0.05965
     1.42112     0.02594     0.00751     0.00984     0.01737     0.06066
     1.43212     0.02737     0.00774     0.01067     0.01792     0.06370
     1.44212     0.03045     0.00813     0.01258     0.01911     0.07027
     1.45212     0.03102     0.00835     0.01281     0.01955     0.07173
     1.46212     0.03170     0.00860     0.01305     0.02015     0.07350
     1.47312     0.03252     0.00888     0.01332     0.02091     0.07563
     1.48312     0.03142     0.00872     0.01258     0.02051     0.07323
     1.49312     0.03134     0.00848     0.01262     0.02054     0.07298
     1.50412     0.03168     0.00850     0.01279     0.02078     0.07375
     1.51412     0.03211     0.00858     0.01297     0.02104     0.07470
     1.52412     0.03257     0.00865     0.01316     0.02129     0.07567
     1.53512     0.03307     0.00873     0.01334     0.02153     0.07667
     1.54512     0.03357     0.00881     0.01352     0.02178     0.07768
     1.55512     0.03402     0.00887     0.01368     0.02205     0.07862
     1.56512     0.03457     0.00895     0.01387     0.02232     0.07971
     1.57612     0.03521     0.00904     0.01407     0.02258     0.08090
     1.58612     0.03594     0.00913     0.01427     0.02282     0.08216
     1.59612     0.03676     0.00920     0.01446     0.02303     0.08345
     1.60712     0.03782     0.00931     0.01474     0.02335     0.08522
     1.61712     0.03897     0.00943     0.01503     0.02369     0.08712
     1.62712     0.04020     0.00957     0.01533     0.02405     0.08915
     1.63812     0.04150     0.00974     0.01564     0.02441     0.09129
     1.64812     0.04288     0.00991     0.01598     0.02479     0.09356
     1.65812     0.04437     0.01008     0.01632     0.02517     0.09594
     1.66812     0.04594     0.01026     0.01669     0.02556     0.09845
     1.67912     0.04761     0.01044     0.01707     0.02596     0.10108
     1.68912     0.04937     0.01063     0.01747     0.02636     0.10383
     1.69912     0.05122     0.01082     0.01788     0.02677     0.10669
     1.71012     0.06181     0.01168     0.01920     0.02822     0.12091
     1.72012     0.06332     0.01193     0.01972     0.02878     0.12375
     1.73012     0.05364     0.01139     0.01925     0.02825     0.11253
     1.74112     0.05462     0.01158     0.01970     0.02867     0.11457
     1.75112     0.05590     0.01179     0.02020     0.02915     0.11704
     1.76112     0.05726     0.01202     0.02072     0.02966     0.11966
     1.77112     0.05868     0.01225     0.02127     0.03021     0.12241
     1.78212     0.06020     0.01249     0.02184     0.03079     0.12532
     1.79212     0.06194     0.01276     0.02247     0.03146     0.12863
     1.80212     0.06377     0.01304     0.02312     0.03214     0.13207
     1.81312     0.06436     0.01309     0.02308     0.03159     0.13212
     1.82312     0.06498     0.01315     0.02302     0.03099     0.13214
     1.83312     0.06636     0.01330     0.02329     0.03084     0.13379
     1.84412     0.06835     0.01345     0.02361     0.03052     0.13593
     1.85412     0.06957     0.01314     0.02371     0.03005     0.13647
     1.86412     0.07111     0.01322     0.02416     0.02978     0.13827
     1.87412     0.07337     0.01333     0.02548     0.02987     0.14205
     1.88512     0.07514     0.01344     0.02664     0.03011     0.14533
     1.89512     0.07641     0.01356     0.02765     0.03049     0.14811
     1.90512     0.07708     0.01365     0.02845     0.03085     0.15003
     1.91612     0.07615     0.01368     0.02818     0.03104     0.14905
     1.92612     0.07593     0.01376     0.02798     0.03130     0.14897
     1.93612     0.07614     0.01386     0.02804     0.03162     0.14966
     1.94712     0.07675     0.01397     0.02836     0.03200     0.15108
     1.95712     0.07768     0.01410     0.02889     0.03244     0.15311
     1.96712     0.07868     0.01424     0.02945     0.03291     0.15528
     1.97712     0.07971     0.01435     0.03001     0.03336     0.15743
     1.98812     0.08079     0.01448     0.03059     0.03384     0.15970
     1.99812     0.08194     0.01461     0.03119     0.03433     0.16207
     2.00812     0.08315     0.01475     0.03180     0.03485     0.16455
     2.01912     0.08442     0.01491     0.03243     0.03539     0.16715
     2.02912     0.08577     0.01509     0.03314     0.03609     0.17009
     2.03912     0.08503     0.01522     0.03261     0.03664     0.16950
     2.05012     0.08511     0.01542     0.03258     0.03728     0.17039
     2.06012     0.08634     0.01571     0.03325     0.03806     0.17336
     2.07012     0.08769     0.01602     0.03397     0.03888     0.17656
     2.08012     0.08911     0.01637     0.03471     0.03971     0.17990
     2.09112     0.09062     0.01675     0.03547     0.04057     0.18341
     2.10112     0.09926     0.01742     0.03835     0.04362     0.19865
     2.11112     0.11380     0.01831     0.04283     0.04803     0.22297
     2.12212     0.12330     0.01901     0.04599     0.05068     0.23898
     2.13212     0.12600     0.01945     0.04740     0.05124     0.24409
     2.14212     0.12360     0.01975     0.04731     0.05060     0.24126
     2.15312     0.11790     0.01996     0.04615     0.04950     0.23351
     2.16312     0.11060     0.02012     0.04448     0.04818     0.22338
     2.17312     0.10870     0.02045     0.04456     0.04786     0.22157
     2.18312     0.10790     0.02078     0.04483     0.04772     0.22123
     2.19412     0.10760     0.02108     0.04516     0.04767     0.22151
     2.20412     0.10710     0.02133     0.04543     0.04757     0.22143
     2.21412     0.10690     0.02170     0.04576     0.04753     0.22189
     2.22512     0.10670     0.02212     0.04609     0.04750     0.22241
     2.23512     0.10680     0.02252     0.04649     0.04751     0.22332
     2.24512     0.10710     0.02287     0.04693     0.04750     0.22440
     2.25612     0.10720     0.02314     0.04734     0.04746     0.22514
     2.26612     0.10720     0.02333     0.04773     0.04739     0.22565
     2.27612     0.10700     0.02346     0.04811     0.04730     0.22587
     2.28612     0.10680     0.02359     0.04852     0.04727     0.22618
     2.29712     0.10640     0.02366     0.04893     0.04725     0.22624
