     #Energy           s          py          pz          px       tot
     2.30712     0.10600     0.02368     0.04935     0.04723     0.22626
     2.31712     0.10540     0.02364     0.04977     0.04721     0.22602
     2.32812     0.10330     0.02327     0.04973     0.04701     0.22331
     2.33812     0.10120     0.02284     0.04976     0.04679     0.22059
     2.34812     0.10010     0.02295     0.05038     0.04758     0.22101
     2.35912     0.09919     0.02271     0.05081     0.04776     0.22047
     2.36912     0.09872     0.02242     0.05145     0.04762     0.22021
     2.37912     0.10180     0.02226     0.05566     0.04796     0.22768
     2.38912     0.10740     0.02223     0.06206     0.04864     0.24033
     2.40012     0.11520     0.02234     0.07080     0.04932     0.25766
     2.41012     0.11950     0.02247     0.07529     0.04956     0.26682
     2.42012     0.11770     0.02258     0.07210     0.04992     0.26230
     2.43112     0.10970     0.02255     0.06103     0.04966     0.24294
     2.44112     0.09988     0.02249     0.04942     0.04946     0.22125
     2.45112     0.09729     0.02274     0.04684     0.05024     0.21711
     2.46212     0.09736     0.02319     0.04688     0.05159     0.21902
     2.47212     0.09747     0.02366     0.04695     0.05298     0.22106
     2.48212     0.09746     0.02414     0.04699     0.05432     0.22291
     2.49212     0.09735     0.02461     0.04701     0.05564     0.22461
     2.50312     0.09614     0.02474     0.04668     0.05496     0.22252
     2.51312     0.09503     0.02474     0.04640     0.05428     0.22045
     2.52312     0.09409     0.02464     0.04622     0.05372     0.21867
     2.53412     0.09267     0.02439     0.04583     0.05275     0.21564
     2.54412     0.09065     0.02398     0.04509     0.05129     0.21101
     2.55412     0.08821     0.02346     0.04410     0.04951     0.20528
     2.56512     0.08635     0.02305     0.04329     0.04809     0.20078
     2.57512     0.08461     0.02265     0.04258     0.04674     0.19658
     2.58512     0.08300     0.02227     0.04196     0.04546     0.19269
     2.59512     0.08152     0.02191     0.04143     0.04427     0.18913
     2.60612     0.08018     0.02158     0.04099     0.04316     0.18591
     2.61612     0.07899     0.02127     0.04065     0.04214     0.18305
     2.62612     0.07792     0.02097     0.04040     0.04120     0.18049
     2.63712     0.07698     0.02070     0.04023     0.04033     0.17824
     2.64712     0.07620     0.02069     0.04027     0.04000     0.17716
     2.65712     0.07550     0.02081     0.04034     0.03991     0.17656
     2.66812     0.07483     0.02097     0.04040     0.03993     0.17613
     2.67812     0.07417     0.02117     0.04042     0.04004     0.17580
     2.68812     0.07338     0.02137     0.04038     0.04014     0.17527
     2.69812     0.07222     0.02150     0.04014     0.04011     0.17397
     2.70912     0.07066     0.02156     0.03971     0.03995     0.17188
     2.71912     0.06882     0.02322     0.03997     0.04038     0.17239
     2.72912     0.06614     0.02424     0.03966     0.04049     0.17053
     2.74012     0.06317     0.02452     0.03891     0.04032     0.16692
     2.75012     0.06079     0.02430     0.03813     0.04007     0.16329
     2.76012     0.05898     0.02358     0.03735     0.03973     0.15964
     2.77112     0.05795     0.02241     0.03668     0.03936     0.15640
     2.78112     0.05761     0.02210     0.03670     0.03937     0.15578
     2.79112     0.05744     0.02230     0.03706     0.03958     0.15638
     2.80112     0.05734     0.02245     0.03741     0.03976     0.15696
     2.81212     0.05718     0.02254     0.03762     0.03981     0.15715
     2.82212     0.05707     0.02261     0.03789     0.03981     0.15738
     2.83212     0.05708     0.02263     0.03825     0.03982     0.15778
     2.84312     0.05772     0.02323     0.03923     0.04033     0.16051
     2.85312     0.05842     0.02401     0.04028     0.04088     0.16359
     2.86312     0.05867     0.02430     0.04089     0.04101     0.16487
     2.87412     0.05849     0.02444     0.04102     0.04102     0.16497
     2.88412     0.05790     0.02449     0.04077     0.04099     0.16415
     2.89412     0.05759     0.02489     0.04065     0.04139     0.16452
     2.90412     0.05704     0.02498     0.04039     0.04142     0.16383
     2.91512     0.05637     0.02492     0.04006     0.04127     0.16262
     2.92512     0.05572     0.02487     0.03973     0.04112     0.16144
     2.93512     0.05508     0.02482     0.03941     0.04097     0.16028
     2.94612     0.05446     0.02477     0.03910     0.04082     0.15915
     2.95612     0.05385     0.02472     0.03879     0.04066     0.15802
     2.96612     0.05326     0.02468     0.03849     0.04049     0.15692
     2.97712     0.05269     0.02464     0.03819     0.04032     0.15584
     2.98712     0.05213     0.02460     0.03790     0.04015     0.15478
     2.99712     0.05158     0.02456     0.03762     0.03997     0.15373
     3.00712     0.05103     0.02452     0.03733     0.03978     0.15266
     3.01812     0.05050     0.02448     0.03705     0.03958     0.15161
     3.02812     0.04997     0.02445     0.03678     0.03937     0.15057
     3.03812     0.04943     0.02441     0.03649     0.03914     0.14947
     3.04912     0.04873     0.02429     0.03598     0.03886     0.14786
     3.05912     0.04801     0.02420     0.03536     0.03869     0.14626
     3.06912     0.04729     0.02412     0.03481     0.03852     0.14474
     3.08012     0.04644     0.02396     0.03424     0.03823     0.14287
     3.09012     0.04548     0.02373     0.03363     0.03781     0.14065
     3.10012     0.04431     0.02338     0.03290     0.03726     0.13785
     3.11012     0.04294     0.02293     0.03202     0.03656     0.13445
     3.12112     0.04139     0.02243     0.03106     0.03578     0.13066
     3.13112     0.03927     0.02180     0.02971     0.03469     0.12547
     3.14112     0.03559     0.02079     0.02708     0.03277     0.11623
     3.15212     0.02987     0.01934     0.02279     0.02997     0.10197
     3.16212     0.02716     0.01841     0.02082     0.02777     0.09416
     3.17212     0.02721     0.01900     0.02138     0.02811     0.09570
     3.18312     0.02732     0.01970     0.02204     0.02859     0.09765
     3.19312     0.02747     0.02052     0.02281     0.02919     0.09999
     3.20312     0.02767     0.02152     0.02369     0.03001     0.10289
     3.21312     0.02794     0.02272     0.02474     0.03109     0.10649
     3.22412     0.02833     0.02411     0.02595     0.03239     0.11078
     3.23412     0.02962     0.02899     0.03123     0.03534     0.12518
     3.24412     0.03133     0.03439     0.03709     0.03879     0.14160
     3.25512     0.03341     0.04018     0.04338     0.04266     0.15963
     3.26512     0.03556     0.04546     0.04929     0.04669     0.17700
     3.27512     0.03962     0.05451     0.06171     0.06162     0.21746
     3.28612     0.04591     0.06579     0.07676     0.08085     0.26931
     3.29612     0.05389     0.07797     0.09225     0.10240     0.32651
     3.30612     0.06340     0.09481     0.10450     0.12330     0.38601
     3.31612     0.06817     0.10220     0.10880     0.13340     0.41257
     3.32712     0.05895     0.08840     0.09076     0.11190     0.35001
     3.33712     0.05680     0.08287     0.08424     0.10430     0.32821
     3.34712     0.05477     0.07469     0.07304     0.09308     0.29558
     3.35812     0.05206     0.06798     0.06854     0.08394     0.27252
     3.36812     0.04922     0.06094     0.06433     0.07472     0.24921
     3.37812     0.04722     0.05562     0.06122     0.06775     0.23181
     3.38912     0.04602     0.05204     0.05913     0.06302     0.22021
     3.39912     0.04544     0.04970     0.05782     0.06003     0.21299
     3.40912     0.04507     0.04769     0.05684     0.05751     0.20711
     3.41912     0.04488     0.04600     0.05615     0.05538     0.20241
     3.43012     0.04487     0.04464     0.05580     0.05373     0.19904
     3.44012     0.04508     0.04364     0.05580     0.05262     0.19714
     3.45012     0.04545     0.04299     0.05611     0.05200     0.19655
     3.46112     0.04596     0.04262     0.05651     0.05165     0.19674
     3.47112     0.04652     0.04239     0.05696     0.05145     0.19732
     3.48112     0.04712     0.04229     0.05745     0.05139     0.19825
     3.49212     0.04778     0.04231     0.05805     0.05148     0.19962
     3.50212     0.04848     0.04242     0.05873     0.05170     0.20133
     3.51212     0.04924     0.04263     0.05951     0.05205     0.20343
     3.52212     0.05006     0.04295     0.06040     0.05254     0.20595
     3.53312     0.05093     0.04332     0.06140     0.05311     0.20876
     3.54312     0.05184     0.04372     0.06249     0.05376     0.21181
     3.55312     0.05450     0.04454     0.06445     0.05497     0.21846
     3.56412     0.06324     0.04616     0.06832     0.05779     0.23551
     3.57412     0.06908     0.04692     0.07075     0.05993     0.24668
     3.58412     0.07302     0.04735     0.07272     0.06188     0.25497
     3.59512     0.07503     0.04747     0.07423     0.06362     0.26035
     3.60512     0.07519     0.04721     0.07502     0.06489     0.26231
     3.61512     0.07576     0.04740     0.07636     0.06726     0.26678
     3.62512     0.07572     0.04722     0.07716     0.06815     0.26825
     3.63612     0.07519     0.04673     0.07750     0.06775     0.26717
     3.64612     0.07251     0.04595     0.07595     0.06647     0.26088
     3.65612     0.06820     0.04574     0.07472     0.06517     0.25383
     3.66712     0.06679     0.04498     0.07244     0.06414     0.24835
     3.67712     0.06218     0.04284     0.06492     0.05973     0.22967
     3.68712     0.05882     0.04168     0.06056     0.05633     0.21739
     3.69812     0.05574     0.04077     0.05706     0.05337     0.20694
     3.70812     0.05294     0.04008     0.05436     0.05067     0.19805
     3.71812     0.05043     0.03959     0.05247     0.04823     0.19072
     3.72812     0.04701     0.03725     0.04800     0.04468     0.17694
     3.73912     0.04417     0.03552     0.04465     0.04202     0.16636
     3.74912     0.04180     0.03434     0.04234     0.03990     0.15838
     3.75912     0.03996     0.03422     0.04146     0.03842     0.15406
     3.77012     0.03828     0.03420     0.04069     0.03710     0.15027
     3.78012     0.03666     0.03383     0.03958     0.03586     0.14593
     3.79012     0.03512     0.03330     0.03836     0.03473     0.14151
     3.80112     0.03369     0.03260     0.03704     0.03367     0.13700
     3.81112     0.03235     0.03171     0.03562     0.03266     0.13234
     3.82112     0.03116     0.03102     0.03447     0.03178     0.12843
     3.83112     0.03016     0.03095     0.03395     0.03112     0.12618
     3.84212     0.02928     0.03093     0.03353     0.03059     0.12433
     3.85212     0.02852     0.03099     0.03322     0.03022     0.12295
     3.86212     0.02786     0.03108     0.03298     0.02993     0.12185
     3.87312     0.02748     0.03122     0.03286     0.02984     0.12140
     3.88312     0.02753     0.03146     0.03293     0.03005     0.12197
     3.89312     0.02770     0.03171     0.03305     0.03035     0.12281
     3.90412     0.02792     0.03197     0.03321     0.03069     0.12379
     3.91412     0.02818     0.03222     0.03340     0.03105     0.12485
     3.92412     0.02850     0.03247     0.03364     0.03145     0.12606
     3.93412     0.02964     0.03326     0.03452     0.03257     0.12999
     3.94512     0.03094     0.03436     0.03563     0.03379     0.13472
     3.95512     0.03200     0.03545     0.03665     0.03482     0.13892
     3.96512     0.03274     0.03635     0.03747     0.03559     0.14215
     3.97612     0.03317     0.03705     0.03808     0.03611     0.14441
     3.98612     0.03346     0.03756     0.03851     0.03657     0.14610
     3.99612     0.03367     0.03799     0.03886     0.03696     0.14748
     4.00712     0.03380     0.03833     0.03914     0.03731     0.14858
     4.01712     0.03385     0.03860     0.03935     0.03761     0.14941
     4.02712     0.03382     0.03878     0.03948     0.03785     0.14993
     4.03712     0.03370     0.03888     0.03954     0.03805     0.15017
     4.04812     0.03351     0.03890     0.03953     0.03819     0.15013
     4.05812     0.03324     0.03884     0.03945     0.03828     0.14981
     4.06812     0.03288     0.03869     0.03928     0.03832     0.14917
     4.07912     0.03242     0.03843     0.03902     0.03828     0.14815
     4.08912     0.03197     0.03812     0.03873     0.03819     0.14701
     4.09912     0.03165     0.03788     0.03851     0.03813     0.14617
     4.11012     0.03147     0.03773     0.03840     0.03811     0.14571
     4.12012     0.03152     0.03783     0.03857     0.03817     0.14609
     4.13012     0.03131     0.03766     0.03843     0.03807     0.14547
     4.14012     0.03079     0.03719     0.03788     0.03778     0.14364
     4.15112     0.02996     0.03642     0.03694     0.03732     0.14064
     4.16112     0.02883     0.03534     0.03560     0.03667     0.13644
     4.17112     0.02743     0.03400     0.03392     0.03581     0.13116
     4.18212     0.02621     0.03282     0.03238     0.03483     0.12624
     4.19212     0.02505     0.03169     0.03094     0.03388     0.12156
     4.20212     0.02396     0.03061     0.02958     0.03294     0.11709
     4.21312     0.02294     0.02957     0.02831     0.03203     0.11285
     4.22312     0.02198     0.02859     0.02713     0.03114     0.10884
     4.23312     0.02108     0.02766     0.02603     0.03028     0.10505
     4.24312     0.02029     0.02690     0.02503     0.02975     0.10197
     4.25412     0.01954     0.02618     0.02413     0.02934     0.09919
     4.26412     0.01887     0.02556     0.02342     0.02915     0.09700
     4.27412     0.01818     0.02485     0.02276     0.02821     0.09400
     4.28512     0.01750     0.02414     0.02211     0.02723     0.09098
     4.29512     0.01682     0.02342     0.02146     0.02623     0.08793
     4.30512     0.01612     0.02267     0.02079     0.02522     0.08480
     4.31612     0.01542     0.02190     0.02009     0.02419     0.08160
     4.32612     0.01470     0.02109     0.01936     0.02314     0.07829
     4.33612     0.01393     0.02012     0.01850     0.02197     0.07452
     4.34612     0.01313     0.01909     0.01758     0.02073     0.07053
     4.35712     0.01233     0.01805     0.01664     0.01947     0.06649
     4.36712     0.01152     0.01698     0.01569     0.01819     0.06238
     4.37712     0.01072     0.01592     0.01475     0.01690     0.05829
     4.38812     0.00995     0.01488     0.01384     0.01563     0.05430
     4.39812     0.00921     0.01387     0.01297     0.01437     0.05042
     4.40812     0.00849     0.01287     0.01214     0.01313     0.04663
     4.41912     0.00784     0.01191     0.01133     0.01212     0.04320
     4.42912     0.00716     0.01091     0.01044     0.01117     0.03968
     4.43912     0.00644     0.00983     0.00944     0.01019     0.03590
     4.44912     0.00567     0.00870     0.00835     0.00919     0.03190
     4.46012     0.00485     0.00749     0.00716     0.00816     0.02766
     4.47012     0.00398     0.00622     0.00588     0.00710     0.02319
     4.48012     0.00334     0.00524     0.00487     0.00628     0.01974
     4.49112     0.00310     0.00487     0.00449     0.00593     0.01839
     4.50112     0.00290     0.00457     0.00418     0.00562     0.01727
     4.51112     0.00270     0.00429     0.00389     0.00532     0.01620
     4.52212     0.00252     0.00402     0.00362     0.00504     0.01520
     4.53212     0.00234     0.00378     0.00336     0.00477     0.01425
     4.54212     0.00217     0.00355     0.00313     0.00452     0.01337
     4.55212     0.00201     0.00334     0.00291     0.00428     0.01254
     4.56312     0.00172     0.00298     0.00257     0.00389     0.01117
     4.57312     0.00146     0.00265     0.00226     0.00353     0.00990
     4.58312     0.00122     0.00236     0.00198     0.00321     0.00877
     4.59412     0.00102     0.00210     0.00174     0.00292     0.00777
     4.60412     0.00086     0.00187     0.00153     0.00266     0.00692
     4.61412     0.00072     0.00168     0.00135     0.00244     0.00620
     4.62412     0.00062     0.00153     0.00121     0.00226     0.00562
     4.63512     0.00055     0.00141     0.00110     0.00211     0.00517
     4.64512     0.00050     0.00131     0.00101     0.00198     0.00480
     4.65512     0.00045     0.00121     0.00092     0.00184     0.00443
     4.66612     0.00041     0.00112     0.00083     0.00170     0.00406
     4.67612     0.00037     0.00102     0.00074     0.00156     0.00369
     4.68612     0.00033     0.00093     0.00065     0.00141     0.00332
     4.69712     0.00029     0.00083     0.00057     0.00126     0.00295
     4.70712     0.00020     0.00058     0.00041     0.00090     0.00209
     4.71712     0.00012     0.00033     0.00027     0.00055     0.00128
     4.72712     0.00007     0.00016     0.00016     0.00030     0.00068
     4.73812     0.00003     0.00006     0.00008     0.00013     0.00030
     4.74812     0.00001     0.00002     0.00003     0.00005     0.00011
     4.75812     0.00000     0.00000     0.00001     0.00001     0.00002
     4.76912     0.00000     0.00000     0.00000     0.00000     0.00000
     4.77912     0.00000     0.00000     0.00000     0.00000     0.00000
     4.78912     0.00000     0.00000     0.00000     0.00000     0.00000
     4.80012     0.00000     0.00000     0.00000     0.00000     0.00000
     4.81012     0.00000     0.00000     0.00000     0.00000     0.00000
     4.82012     0.00000     0.00000     0.00000     0.00000     0.00000
     4.83012     0.00000     0.00000     0.00000     0.00000     0.00000
     4.84112     0.00000     0.00000     0.00000     0.00000     0.00000
     4.85112     0.00000     0.00000     0.00000     0.00000     0.00000
     4.86112     0.00000     0.00000     0.00000     0.00000     0.00000
     4.87212     0.00000     0.00000     0.00000     0.00000     0.00000
     4.88212     0.00000     0.00000     0.00000     0.00000     0.00000
     4.89212     0.00000     0.00000     0.00000     0.00000     0.00000
     4.90312     0.00000     0.00000     0.00000     0.00000     0.00000
     4.91312     0.00000     0.00000     0.00000     0.00000     0.00000
     4.92312     0.00000     0.00000     0.00000     0.00000     0.00000
     4.93312     0.00000     0.00000     0.00000     0.00000     0.00000
     4.94412     0.00000     0.00000     0.00000     0.00000     0.00000
     4.95412     0.00000     0.00000     0.00000     0.00000     0.00000
     4.96412     0.00000     0.00000     0.00000     0.00000     0.00000
     4.97512     0.00000     0.00000     0.00000     0.00000     0.00000
     4.98512     0.00000     0.00000     0.00000     0.00000     0.00000
     4.99512     0.00000     0.00000     0.00000     0.00000     0.00000
     5.00612     0.00000     0.00000     0.00000     0.00000     0.00000
     5.01612     0.00000     0.00000     0.00000     0.00000     0.00000
     5.02612     0.00000     0.00000     0.00000     0.00000     0.00000
     5.03612     0.00000     0.00000     0.00000     0.00000     0.00000
     5.04712     0.00000     0.00000     0.00000     0.00000     0.00000
     5.05712     0.00000     0.00000     0.00000     0.00000     0.00000
     5.06712     0.00000     0.00000     0.00000     0.00000     0.00000
     5.07812     0.00000     0.00000     0.00000     0.00000     0.00000
     5.08812     0.00000     0.00000     0.00000     0.00000     0.00000
     5.09812     0.00000     0.00000     0.00000     0.00000     0.00000
     5.10912     0.00000     0.00000     0.00000     0.00000     0.00000
     5.11912     0.00000     0.00000     0.00000     0.00000     0.00000
     5.12912     0.00000     0.00000     0.00000     0.00000     0.00000
     5.13912     0.00000     0.00000     0.00000     0.00000     0.00000
     5.15012     0.00000     0.00000     0.00000     0.00000     0.00000
     5.16012     0.00000     0.00000     0.00000     0.00000     0.00000
     5.17012     0.00000     0.00000     0.00000     0.00000     0.00000
     5.18112     0.00000     0.00000     0.00000     0.00000     0.00000
     5.19112     0.00000     0.00000     0.00000     0.00000     0.00000
     5.20112     0.00000     0.00000     0.00000     0.00000     0.00000
     5.21212     0.00000     0.00000     0.00000     0.00000     0.00000
     5.22212     0.00000     0.00000     0.00000     0.00000     0.00000
     5.23212     0.00000     0.00000     0.00000     0.00000     0.00000
     5.24212     0.00000     0.00000     0.00000     0.00000     0.00000
     5.25312     0.00000     0.00000     0.00000     0.00000     0.00000
     5.26312     0.00000     0.00000     0.00000     0.00000     0.00000
     5.27312     0.00000     0.00000     0.00000     0.00000     0.00000
     5.28412     0.00000     0.00000     0.00000     0.00000     0.00000
     5.29412     0.00000     0.00000     0.00000     0.00000     0.00000
     5.30412     0.00000     0.00000     0.00000     0.00000     0.00000
     5.31512     0.00000     0.00000     0.00000     0.00000     0.00000
     5.32512     0.00000     0.00000     0.00000     0.00000     0.00000
     5.33512     0.00000     0.00000     0.00000     0.00000     0.00000
     5.34512     0.00000     0.00000     0.00000     0.00000     0.00000
     5.35612     0.00000     0.00000     0.00000     0.00000     0.00000
     5.36612     0.00000     0.00000     0.00000     0.00000     0.00000
     5.37612     0.00000     0.00000     0.00000     0.00000     0.00000
     5.38712     0.00000     0.00000     0.00000     0.00000     0.00000
     5.39712     0.00000     0.00000     0.00000     0.00000     0.00000
     5.40712     0.00000     0.00000     0.00000     0.00000     0.00000
     5.41812     0.00000     0.00000     0.00000     0.00000     0.00000
     5.42812     0.00000     0.00000     0.00000     0.00000     0.00000
     5.43812     0.00000     0.00000     0.00000     0.00000     0.00000
     5.44812     0.00000     0.00000     0.00000     0.00000     0.00000
     5.45912     0.00000     0.00000     0.00000     0.00000     0.00000
     5.46912     0.00000     0.00000     0.00000     0.00000     0.00000
     5.47912     0.00000     0.00000     0.00000     0.00000     0.00000
     5.49012     0.00000     0.00000     0.00000     0.00000     0.00000
     5.50012     0.00000     0.00000     0.00000     0.00000     0.00000
     5.51012     0.00000     0.00000     0.00000     0.00000     0.00000
     5.52112     0.00000     0.00000     0.00000     0.00000     0.00000
     5.53112     0.00000     0.00000     0.00000     0.00000     0.00000
     5.54112     0.00000     0.00000     0.00000     0.00000     0.00000
     5.55112     0.00000     0.00000     0.00000     0.00000     0.00000
     5.56212     0.00000     0.00000     0.00000     0.00000     0.00000
     5.57212     0.00000     0.00000     0.00000     0.00000     0.00000
     5.58212     0.00000     0.00000     0.00000     0.00000     0.00000
     5.59312     0.00000     0.00000     0.00000     0.00000     0.00000
     5.60312     0.00000     0.00000     0.00000     0.00000     0.00000
     5.61312     0.00000     0.00000     0.00000     0.00000     0.00000
     5.62412     0.00000     0.00000     0.00000     0.00000     0.00000
     5.63412     0.00000     0.00000     0.00000     0.00000     0.00000
     5.64412     0.00000     0.00000     0.00000     0.00000     0.00000
     5.65412     0.00000     0.00000     0.00000     0.00000     0.00000
     5.66512     0.00000     0.00000     0.00000     0.00000     0.00000
     5.67512     0.00000     0.00000     0.00000     0.00000     0.00000
     5.68512     0.00000     0.00000     0.00000     0.00000     0.00000
     5.69612     0.00000     0.00000     0.00000     0.00000     0.00000
     5.70612     0.00000     0.00000     0.00000     0.00000     0.00000
     5.71612     0.00000     0.00000     0.00000     0.00000     0.00000
     5.72712     0.00000     0.00000     0.00000     0.00000     0.00000
     5.73712     0.00000     0.00000     0.00000     0.00000     0.00000
     5.74712     0.00000     0.00000     0.00000     0.00000     0.00000
     5.75712     0.00000     0.00000     0.00000     0.00000     0.00000
     5.76812     0.00000     0.00000     0.00000     0.00000     0.00000
     5.77812     0.00000     0.00000     0.00000     0.00000     0.00000
     5.78812     0.00000     0.00000     0.00000     0.00000     0.00000
     5.79912     0.00000     0.00000     0.00000     0.00000     0.00000
     5.80912     0.00000     0.00000     0.00000     0.00000     0.00000
     5.81912     0.00000     0.00000     0.00000     0.00000     0.00000
     5.83012     0.00000     0.00000     0.00000     0.00000     0.00000
     5.84012     0.00000     0.00000     0.00000     0.00000     0.00000
     5.85012     0.00000     0.00000     0.00000     0.00000     0.00000
     5.86012     0.00000     0.00000     0.00000     0.00000     0.00000
     5.87112     0.00000     0.00000     0.00000     0.00000     0.00000
     5.88112     0.00000     0.00000     0.00000     0.00000     0.00000
     5.89112     0.00000     0.00000     0.00000     0.00000     0.00000
     5.90212     0.00000     0.00000     0.00000     0.00000     0.00000
     5.91212     0.00000     0.00000     0.00000     0.00000     0.00000
     5.92212     0.00000     0.00000     0.00000     0.00000     0.00000
     5.93312     0.00000     0.00000     0.00000     0.00000     0.00000
     5.94312     0.00000     0.00000     0.00000     0.00000     0.00000
     5.95312     0.00000     0.00000     0.00000     0.00000     0.00000
     5.96312     0.00000     0.00000     0.00000     0.00000     0.00000
     5.97412     0.00000     0.00000     0.00000     0.00000     0.00000
     5.98412     0.00000     0.00000     0.00000     0.00000     0.00000
     5.99412     0.00000     0.00000     0.00000     0.00000     0.00000
     6.00512     0.00000     0.00000     0.00000     0.00000     0.00000
     6.01512     0.00000     0.00000     0.00000     0.00000     0.00000
     6.02512     0.00000     0.00000     0.00000     0.00000     0.00000
     6.03612     0.00000     0.00000     0.00000     0.00000     0.00000
     6.04612     0.00000     0.00000     0.00000     0.00000     0.00000
     6.05612     0.00000     0.00000     0.00000     0.00000     0.00000
     6.06612     0.00000     0.00000     0.00000     0.00000     0.00000
     6.07712     0.00000     0.00000     0.00000     0.00000     0.00000
     6.08712     0.00000     0.00000     0.00000     0.00000     0.00000
     6.09712     0.00000     0.00000     0.00000     0.00000     0.00000
     6.10812     0.00000     0.00000     0.00000     0.00000     0.00000
     6.11812     0.00000     0.00000     0.00000     0.00000     0.00000
     6.12812     0.00000     0.00000     0.00000     0.00000     0.00000
     6.13912     0.00000     0.00000     0.00000     0.00000     0.00000
     6.14912     0.00000     0.00000     0.00000     0.00000     0.00000
     6.15912     0.00000     0.00000     0.00000     0.00000     0.00000
     6.16912     0.00000     0.00000     0.00000     0.00000     0.00000
     6.18012     0.00000     0.00000     0.00000     0.00000     0.00000
     6.19012     0.00000     0.00000     0.00000     0.00000     0.00000
     6.20012     0.00000     0.00000     0.00000     0.00000     0.00000
     6.21112     0.00000     0.00000     0.00000     0.00000     0.00000
     6.22112     0.00000     0.00000     0.00000     0.00000     0.00000
     6.23112     0.00000     0.00000     0.00000     0.00000     0.00000
     6.24212     0.00000     0.00000     0.00000     0.00000     0.00000
     6.25212     0.00000     0.00000     0.00000     0.00000     0.00000
     6.26212     0.00000     0.00000     0.00000     0.00000     0.00000
     6.27212     0.00000     0.00000     0.00000     0.00000     0.00000
     6.28312     0.00000     0.00000     0.00000     0.00000     0.00000
     6.29312     0.00000     0.00000     0.00000     0.00000     0.00000
     6.30312     0.00000     0.00000     0.00000     0.00000     0.00000
     6.31412     0.00000     0.00000     0.00000     0.00000     0.00000
     6.32412     0.00000     0.00000     0.00000     0.00000     0.00000
     6.33412     0.00000     0.00000     0.00000     0.00000     0.00000
     6.34512     0.00000     0.00000     0.00000     0.00000     0.00000
     6.35512     0.00000     0.00000     0.00000     0.00000     0.00000
     6.36512     0.00000     0.00000     0.00000     0.00000     0.00000
     6.37512     0.00000     0.00000     0.00000     0.00000     0.00000
     6.38612     0.00000     0.00000     0.00000     0.00000     0.00000
     6.39612     0.00000     0.00000     0.00000     0.00000     0.00000
     6.40612     0.00000     0.00000     0.00000     0.00000     0.00000
     6.41712     0.00000     0.00000     0.00000     0.00000     0.00000
     6.42712     0.00000     0.00000     0.00000     0.00000     0.00000
     6.43712     0.00000     0.00000     0.00000     0.00000     0.00000
     6.44812     0.00000     0.00000     0.00000     0.00000     0.00000
     6.45812     0.00000     0.00000     0.00000     0.00000     0.00000
     6.46812     0.00000     0.00000     0.00000     0.00000     0.00000
     6.47812     0.00000     0.00000     0.00000     0.00000     0.00000
     6.48912     0.00000     0.00000     0.00000     0.00000     0.00000
     6.49912     0.00000     0.00000     0.00000     0.00000     0.00000
     6.50912     0.00000     0.00000     0.00000     0.00000     0.00000
     6.52012     0.00000     0.00000     0.00000     0.00000     0.00000
     6.53012     0.00000     0.00000     0.00000     0.00000     0.00000
     6.54012     0.00000     0.00000     0.00000     0.00000     0.00000
     6.55112     0.00000     0.00000     0.00000     0.00000     0.00000
     6.56112     0.00000     0.00000     0.00000     0.00000     0.00000
     6.57112     0.00000     0.00000     0.00000     0.00000     0.00000
     6.58112     0.00000     0.00000     0.00000     0.00000     0.00000
     6.59212     0.00000     0.00000     0.00000     0.00000     0.00000
     6.60212     0.00000     0.00000     0.00000     0.00000     0.00000
     6.61212     0.00000     0.00000     0.00000     0.00000     0.00000
     6.62312     0.00000     0.00000     0.00000     0.00000     0.00000
     6.63312     0.00000     0.00000     0.00000     0.00000     0.00000
     6.64312     0.00000     0.00000     0.00000     0.00000     0.00000
     6.65412     0.00000     0.00000     0.00000     0.00000     0.00000
     6.66412     0.00000     0.00000     0.00000     0.00000     0.00000
     6.67412     0.00000     0.00000     0.00000     0.00000     0.00000
     6.68412     0.00000     0.00000     0.00000     0.00000     0.00000
     6.69512     0.00000     0.00000     0.00000     0.00000     0.00000
     6.70512     0.00000     0.00000     0.00000     0.00000     0.00000
     6.71512     0.00000     0.00000     0.00000     0.00000     0.00000
     6.72612     0.00000     0.00000     0.00000     0.00000     0.00000
     6.73612     0.00000     0.00000     0.00000     0.00000     0.00000
     6.74612     0.00000     0.00000     0.00000     0.00000     0.00000
     6.75712     0.00000     0.00000     0.00000     0.00000     0.00000
     6.76712     0.00000     0.00000     0.00000     0.00000     0.00000
